filename,split,qa1_rmse_m,qa2_sam_deg,ssim,score_qa1,score_qa2,score_ssim,score_comb,weight
ASMSpotter-10-1-1-2.png,train,inf,180.0,0.1583739072084427,0.0,0.0,0.1583739072084427,0.05279130240281423,0.13016615852269528
ASMSpotter-10-1-1-5.png,train,inf,180.0,0.1875048875808715,0.0,0.0,0.1875048875808715,0.06250162919362383,0.15410866190545547
ASMSpotter-10-1-1-8.png,train,inf,180.0,0.2109679728746414,0.0,0.0,0.2109679728746414,0.07032265762488046,0.173392770844946
ASMSpotter-10-1-2-1.png,train,inf,180.0,0.6969196200370789,0.0,0.0,0.6969196200370789,0.23230654001235962,0.5727922694988423
ASMSpotter-10-1-2-2.png,train,inf,180.0,0.6360998749732971,0.0,0.0,0.6360998749732971,0.21203329165776572,0.5228050416983522
ASMSpotter-10-1-3-1.png,train,inf,180.0,0.7912562489509583,0.0,0.0,0.7912562489509583,0.26375208298365277,0.6503267372034196
ASMSpotter-10-1-3-2.png,train,inf,180.0,0.7568879127502441,0.0,0.0,0.7568879127502441,0.25229597091674805,0.6220796959014988
ASMSpotter-10-2-2-1.png,train,0.87787,9.812907,0.6278835535049438,0.17680126239997773,0.0,0.6278835535049438,0.2682282719683072,0.6613635614232177
ASMSpotter-10-2-2-2.png,train,0.985608,10.124427,0.726131021976471,0.07577288053073605,0.0,0.726131021976471,0.26730130083573567,0.6590779525085599
ASMSpotter-10-2-3-1.png,train,inf,180.0,0.8117855191230774,0.0,0.0,0.8117855191230774,0.2705951730410258,0.6671995686103147
ASMSpotter-10-2-3-2.png,train,inf,180.0,0.8603616952896118,0.0,0.0,0.8603616952896118,0.2867872317632039,0.7071239119492558
ASMSpotter-10-3-1-1.png,train,0.939298,8.095565,0.6934301853179932,0.11919882462070053,0.12254412146133276,0.6934301853179932,0.31172437713334217,0.7686107908405005
ASMSpotter-10-3-1-2.png,train,inf,180.0,0.7791354060173035,0.0,0.0,0.7791354060173035,0.2597118020057678,0.6403647201607113
ASMSpotter-10-3-1-3.png,train,0.906634,6.308039,0.763770341873169,0.14982860302179302,0.31628911600349385,0.763770341873169,0.40996268696615196,1.0108344683911703
ASMSpotter-10-3-2-1.png,train,inf,180.0,0.7722463607788086,0.0,0.0,0.7722463607788086,0.2574154535929362,0.63470267285513
ASMSpotter-10-3-2-2.png,train,inf,180.0,0.8060889840126038,0.0,0.0,0.8060889840126038,0.26869632800420123,0.6625176351700788
ASMSpotter-10-3-3-1.png,train,inf,180.0,0.7887760996818542,0.0,0.0,0.7887760996818542,0.2629253665606181,0.6482883237512765
ASMSpotter-10-3-3-2.png,train,inf,180.0,0.7688669562339783,0.0,0.0,0.7688669562339783,0.2562889854113261,0.6319251691902381
ASMSpotter-11-1-1-1.png,train,0.672015,15.83171,0.5800146460533142,0.36983619482579544,0.0,0.5800146460533142,0.3166169469597032,0.7806742746079993
ASMSpotter-11-1-1-2.png,train,0.764554,15.780253,0.6777511239051819,0.28306026219480407,0.0,0.6777511239051819,0.32027046203332865,0.7896826528936851
ASMSpotter-11-1-2-1.png,train,0.883798,14.336641,0.6316589117050171,0.17124244148515788,0.0,0.6316589117050171,0.26763378439672497,0.6598977486858867
ASMSpotter-11-1-2-2.png,train,0.80408,14.446197,0.7239301800727844,0.24599582975904644,0.0,0.7239301800727844,0.32330866994394364,0.7971738841101541
ASMSpotter-11-2-2-1.png,train,0.872731,11.552855,0.565555214881897,0.1816202200047785,0.0,0.565555214881897,0.2490584782955585,0.614097093492293
ASMSpotter-11-2-3-1.png,train,0.934152,14.947382,0.5675775408744812,0.12402434628528602,0.0,0.5675775408744812,0.23053396238658908,0.5684216703711813
ASMSpotter-11-3-1-1.png,train,inf,180.0,0.7519022822380066,0.0,0.0,0.7519022822380066,0.2506340940793355,0.6179820488646206
ASMSpotter-11-3-3-1.png,train,inf,180.0,0.737341582775116,0.0,0.0,0.737341582775116,0.24578052759170532,0.6060147346277278
ASMSpotter-12-1-1-1.png,train,inf,180.0,0.1111239567399025,0.0,0.0,0.1111239567399025,0.037041318913300834,0.09133182873134416
ASMSpotter-12-1-1-2.png,train,inf,180.0,0.0889100283384323,0.0,0.0,0.0889100283384323,0.029636676112810765,0.07307439114781632
ASMSpotter-12-1-2-1.png,train,inf,180.0,0.4744555056095123,0.0,0.0,0.4744555056095123,0.15815183520317075,0.3899509183280481
ASMSpotter-12-1-2-2.png,train,inf,180.0,0.4050394594669342,0.0,0.0,0.4050394594669342,0.13501315315564474,0.33289846426235803
ASMSpotter-12-1-3-1.png,train,inf,180.0,0.6293182969093323,0.0,0.0,0.6293182969093323,0.2097727656364441,0.517231320743509
ASMSpotter-12-1-3-2.png,train,inf,180.0,0.5638089179992676,0.0,0.0,0.5638089179992676,0.18793630599975586,0.46338972303191184
ASMSpotter-12-2-1-1.png,train,0.62585,15.347856,0.5380973815917969,0.4131261691059338,0.0,0.5380973815917969,0.31707451689924354,0.7818024930563899
ASMSpotter-12-2-1-2.png,train,0.663157,14.555187,0.660889208316803,0.3781425436219281,0.0,0.660889208316803,0.34634391731291037,0.8539713019453803
ASMSpotter-12-2-1-5.png,train,0.9475,14.680572,0.5619415044784546,0.11150762199867736,0.0,0.5619415044784546,0.224483042159044,0.5535020717688018
ASMSpotter-12-2-2-1.png,train,0.781736,13.854451,0.595289945602417,0.26694830859182916,0.0,0.595289945602417,0.28741275139808203,0.7086662396480751
ASMSpotter-12-2-2-2.png,train,0.858431,12.659449,0.7017713785171509,0.19502965642210723,0.0,0.7017713785171509,0.29893367831308604,0.7370730932563477
ASMSpotter-12-2-3-1.png,train,1.013087,11.026851,0.7595776319503784,0.0500051949844581,0.0,0.7595776319503784,0.2698609423116122,0.6653891947576704
ASMSpotter-12-2-3-2.png,train,0.773708,10.610328,0.8275148272514343,0.27447634744206095,0.0,0.8275148272514343,0.36733039156449837,0.9057171125226743
ASMSpotter-12-3-1-1.png,train,0.485554,14.078213,0.5865103006362915,0.544684930756671,0.0,0.5865103006362915,0.3770650771309875,0.9297196767130336
ASMSpotter-12-3-1-2.png,train,0.933181,16.562265,0.6869574189186096,0.12493487514970736,0.0,0.6869574189186096,0.270630764689439,0.667287326023725
ASMSpotter-12-3-2-1.png,train,0.746316,14.266687,0.6267791390419006,0.3001624511024432,0.0,0.6267791390419006,0.3089805300481146,0.7618453575512713
ASMSpotter-12-3-3-1.png,train,0.244753,13.060461,0.6057583689689636,0.7704895250733955,0.0,0.6057583689689636,0.4587492980141197,1.131126362290653
ASMSpotter-13-1-1-1.png,train,0.620056,14.57641,0.6388012766838074,0.4185593351620178,0.0,0.6388012766838074,0.35245353728194173,0.8690356349927871
ASMSpotter-13-1-1-2.png,train,inf,180.0,0.7294883728027344,0.0,0.0,0.7294883728027344,0.24316279093424478,0.5995602485814143
ASMSpotter-13-1-2-1.png,train,1.109741,12.505737,0.5991721153259277,0.0,0.0,0.5991721153259277,0.19972403844197592,0.4924544321764117
ASMSpotter-13-1-2-2.png,train,1.038704,13.417056,0.6414792537689209,0.02598354934091207,0.0,0.6414792537689209,0.222487601036611,0.548581963841109
ASMSpotter-13-1-3-1.png,train,inf,180.0,0.7537928819656372,0.0,0.0,0.7537928819656372,0.2512642939885457,0.6195359165956594
ASMSpotter-13-1-3-2.png,train,inf,180.0,0.7987773418426514,0.0,0.0,0.7987773418426514,0.2662591139475505,0.6565082590643126
ASMSpotter-13-1-3-3.png,train,inf,180.0,0.8068034648895264,0.0,0.0,0.8068034648895264,0.2689344882965088,0.663104860886273
ASMSpotter-13-2-1-1.png,train,0.796776,10.244204,0.5861068964004517,0.2528449572829743,0.0,0.5861068964004517,0.2796506178944753,0.6895273464191227
ASMSpotter-13-2-2-1.png,train,0.747052,14.820178,0.5765966176986694,0.2994722871022226,0.0,0.5765966176986694,0.292022968266964,0.7200335329798437
ASMSpotter-13-2-3-1.png,train,inf,180.0,0.0950355157256126,0.0,0.0,0.0950355157256126,0.031678505241870866,0.07810887679209028
ASMSpotter-13-2-3-2.png,train,inf,180.0,0.0835156887769699,0.0,0.0,0.0835156887769699,0.027838562925656632,0.06864082964226845
ASMSpotter-13-3-1-1.png,train,0.265109,12.313896,0.671918511390686,0.7514012392194696,0.0,0.671918511390686,0.4744399168700519,1.1698143182296146
ASMSpotter-13-3-2-1.png,train,inf,180.0,0.7261505126953125,0.0,0.0,0.7261505126953125,0.2420501708984375,0.5968168899339736
ASMSpotter-13-3-3-1.png,train,inf,180.0,0.1762087494134903,0.0,0.0,0.1762087494134903,0.058736249804496765,0.1448244626499911
ASMSpotter-13-3-3-2.png,train,inf,180.0,0.1456725001335144,0.0,0.0,0.1456725001335144,0.0485575000445048,0.11972698078238461
ASMSpotter-14-1-1-1.png,train,inf,180.0,0.7425671219825745,0.0,0.0,0.7425671219825745,0.2475223739941915,0.6103095605673908
ASMSpotter-14-1-1-2.png,train,inf,180.0,0.6963486671447754,0.0,0.0,0.6963486671447754,0.2321162223815918,0.5723230082044882
ASMSpotter-14-1-1-7.png,train,inf,180.0,0.7331051826477051,0.0,0.0,0.7331051826477051,0.2443683942159017,0.6025328736301054
ASMSpotter-14-1-2-1.png,train,inf,180.0,0.703004777431488,0.0,0.0,0.703004777431488,0.234334925810496,0.5777936082673159
ASMSpotter-14-1-2-2.png,train,inf,180.0,0.6513932943344116,0.0,0.0,0.6513932943344116,0.21713109811147055,0.5353745721469055
ASMSpotter-14-1-2-6.png,train,inf,180.0,0.7003176808357239,0.0,0.0,0.7003176808357239,0.2334392269452413,0.5755851065790316
ASMSpotter-14-1-2-7.png,train,inf,180.0,0.6257619261741638,0.0,0.0,0.6257619261741638,0.20858730872472128,0.5143083700817555
ASMSpotter-14-1-3-1.png,train,inf,180.0,0.669182300567627,0.0,0.0,0.669182300567627,0.22306076685587564,0.5499952040813463
ASMSpotter-14-1-3-2.png,train,inf,180.0,0.607912003993988,0.0,0.0,0.607912003993988,0.2026373346646627,0.49963767185199887
ASMSpotter-14-1-3-4.png,train,inf,180.0,0.6382550001144409,0.0,0.0,0.6382550001144409,0.21275166670481363,0.5245763206022006
ASMSpotter-14-2-1-1.png,train,inf,180.0,0.7341671586036682,0.0,0.0,0.7341671586036682,0.24472238620122275,0.6034057025769171
ASMSpotter-14-2-1-2.png,train,inf,180.0,0.6947353482246399,0.0,0.0,0.6947353482246399,0.2315784494082133,0.570997035195376
ASMSpotter-14-2-1-7.png,train,inf,180.0,0.6655026078224182,0.0,0.0,0.6655026078224182,0.22183420260747275,0.5469708961152793
ASMSpotter-14-2-2-1.png,train,inf,180.0,0.5839418768882751,0.0,0.0,0.5839418768882751,0.1946472922960917,0.47993682958797057
ASMSpotter-14-2-2-2.png,train,inf,180.0,0.6888205409049988,0.0,0.0,0.6888205409049988,0.22960684696833292,0.5661357056950165
ASMSpotter-14-2-2-6.png,train,inf,180.0,0.6156719326972961,0.0,0.0,0.6156719326972961,0.20522397756576538,0.5060154908218258
ASMSpotter-14-3-1-1.png,train,inf,180.0,0.1526298224925995,0.0,0.0,0.1526298224925995,0.050876607497533165,0.12544514446887026
ASMSpotter-14-3-1-2.png,train,inf,180.0,0.124517060816288,0.0,0.0,0.124517060816288,0.041505686938762665,0.10233950631565279
ASMSpotter-14-3-1-7.png,train,inf,180.0,0.1398747563362121,0.0,0.0,0.1398747563362121,0.04662491877873737,0.11496186478887459
ASMSpotter-14-3-2-1.png,train,inf,180.0,0.7489753365516663,0.0,0.0,0.7489753365516663,0.24965844551722208,0.6155764172620988
ASMSpotter-14-3-2-2.png,train,inf,180.0,0.8283674716949463,0.0,0.0,0.8283674716949463,0.2761224905649821,0.6808281334738747
ASMSpotter-14-3-2-4.png,train,inf,180.0,0.7799680829048157,0.0,0.0,0.7799680829048157,0.2599893609682719,0.6410490901661533
ASMSpotter-14-3-3-1.png,train,inf,180.0,0.8589363098144531,0.0,0.0,0.8589363098144531,0.2863121032714844,0.7059523998297041
ASMSpotter-14-3-3-2.png,train,inf,180.0,0.8406618237495422,0.0,0.0,0.8406618237495422,0.2802206079165141,0.6909327561777026
ASMSpotter-15-1-1-1.png,train,inf,180.0,0.1193511188030242,0.0,0.0,0.1193511188030242,0.03978370626767473,0.09809366279969703
ASMSpotter-15-1-1-4.png,train,inf,180.0,0.107905812561512,0.0,0.0,0.107905812561512,0.03596860418717066,0.08868686358110672
ASMSpotter-15-1-1-5.png,train,inf,180.0,0.1119109168648719,0.0,0.0,0.1119109168648719,0.0373036389549573,0.09197862452102552
ASMSpotter-15-1-1-7.png,train,inf,180.0,0.1125295758247375,0.0,0.0,0.1125295758247375,0.03750985860824583,0.09248709502390554
ASMSpotter-15-1-1-8.png,train,inf,180.0,0.1457874625921249,0.0,0.0,0.1457874625921249,0.048595820864041635,0.11982146744294266
ASMSpotter-15-1-3-1.png,train,0.4779,10.704089,0.7961426973342896,0.5518622612698343,0.0,0.7961426973342896,0.44933498620137463,1.107913735436906
ASMSpotter-15-1-3-3.png,train,inf,180.0,0.7149367928504944,0.0,0.0,0.7149367928504944,0.23831226428349814,0.5876004295922547
ASMSpotter-15-1-3-4.png,train,inf,180.0,0.7765541076660156,0.0,0.0,0.7765541076660156,0.2588513692220052,0.6382431731438414
ASMSpotter-15-1-3-5.png,train,inf,180.0,0.7841395735740662,0.0,0.0,0.7841395735740662,0.26137985785802204,0.6444776026357922
ASMSpotter-15-1-3-7.png,train,inf,180.0,0.7813495397567749,0.0,0.0,0.7813495397567749,0.2604498465855916,0.6421844977263627
ASMSpotter-15-2-1-1.png,train,0.726991,8.515369,0.8028537034988403,0.31828394472236454,0.07704272808927715,0.8028537034988403,0.3993934587701607,0.9847741938723776
ASMSpotter-15-2-1-3.png,train,0.737888,8.30514,0.7716983556747437,0.3080655790832296,0.09982886740003627,0.7716983556747437,0.3931976007193365,0.9694972258015027
ASMSpotter-15-2-1-4.png,train,0.71928,8.665848,0.7776956558227539,0.32551472543663185,0.06073272586625489,0.7776956558227539,0.38798103570854686,0.9566348754287602
ASMSpotter-15-2-1-5.png,train,0.763198,8.349056,0.7960566878318787,0.2843318143473842,0.09506893373735747,0.7960566878318787,0.39181914530554013,0.9660984036898678
ASMSpotter-15-2-1-7.png,train,0.807275,7.802257,0.7961390018463135,0.24299980532874121,0.15433496358568355,0.7961390018463135,0.39782459025357947,0.9809058750634881
ASMSpotter-15-2-2-1.png,train,0.866255,9.722248,0.8383157849311829,0.18769291302845836,0.0,0.8383157849311829,0.3420028993198804,0.8432677653681034
ASMSpotter-15-2-2-3.png,train,0.799046,9.205967,0.7712494730949402,0.25071632646707664,0.002190722724976335,0.7712494730949402,0.34138550742899776,0.8417454780389131
ASMSpotter-15-2-2-4.png,train,1.02829,10.72954,0.823847234249115,0.03574899485490246,0.0,0.823847234249115,0.2865320763680058,0.706494781844341
ASMSpotter-15-2-2-5.png,train,0.897157,10.767834,0.8198321461677551,0.15871540224745906,0.0,0.8198321461677551,0.3261825161384047,0.80425985286432
ASMSpotter-15-2-2-7.png,train,1.042245,9.782612,0.8189117908477783,0.022663072812676988,0.0,0.8189117908477783,0.2805249545534851,0.6916831758641035
ASMSpotter-15-2-3-1.png,train,0.787772,8.961354,0.8262572288513184,0.26128821361175947,0.02870364860686081,0.8262572288513184,0.3720830303566462,0.9174355719328904
ASMSpotter-15-2-3-3.png,train,inf,180.0,0.799786388874054,0.0,0.0,0.799786388874054,0.266595462958018,0.6573375861811435
ASMSpotter-15-2-3-4.png,train,inf,180.0,0.8091984391212463,0.0,0.0,0.8091984391212463,0.26973281304041546,0.665073269704359
ASMSpotter-15-2-3-5.png,train,inf,180.0,0.8173715472221375,0.0,0.0,0.8173715472221375,0.27245718240737915,0.6717906772839013
ASMSpotter-15-2-3-7.png,train,inf,180.0,0.7884820103645325,0.0,0.0,0.7884820103645325,0.2628273367881775,0.6480466142590181
ASMSpotter-15-3-1-1.png,train,1.311482,9.318198,0.8609938621520996,0.0,0.0,0.8609938621520996,0.2869979540506999,0.7076434844816624
ASMSpotter-15-3-1-3.png,train,0.167998,7.939338,0.8216257691383362,0.8424644406127005,0.13947713349155688,0.8216257691383362,0.6011891144141979,1.4823365593796305
ASMSpotter-15-3-1-4.png,train,1.568894,9.411024,0.8518800139427185,0.0,0.0,0.8518800139427185,0.2839600046475728,0.7001528906604672
ASMSpotter-15-3-1-5.png,train,0.315131,9.601142,0.8539730310440063,0.704494467997958,0.0,0.8539730310440063,0.5194891663473215,1.2808910956889659
ASMSpotter-15-3-1-7.png,train,inf,180.0,0.8570992350578308,0.0,0.0,0.8570992350578308,0.2856997450192769,0.704442523814119
ASMSpotter-15-3-2-1.png,train,inf,180.0,0.0794509202241897,0.0,0.0,0.0794509202241897,0.026483640074729902,0.06530003116652655
ASMSpotter-15-3-2-3.png,train,inf,180.0,0.0922902375459671,0.0,0.0,0.0922902375459671,0.03076341251532237,0.07585255615809645
ASMSpotter-15-3-2-4.png,train,inf,180.0,0.0805586576461792,0.0,0.0,0.0805586576461792,0.026852885882059734,0.06621047107050917
ASMSpotter-15-3-2-5.png,train,inf,180.0,0.0794981643557548,0.0,0.0,0.0794981643557548,0.026499388118584932,0.06533886071381098
ASMSpotter-15-3-2-7.png,train,inf,180.0,0.0836484804749488,0.0,0.0,0.0836484804749488,0.027882826824982932,0.0687499700020303
ASMSpotter-15-3-3-1.png,train,inf,180.0,0.0793928354978561,0.0,0.0,0.0793928354978561,0.026464278499285367,0.06525229182720638
ASMSpotter-15-3-3-3.png,train,inf,180.0,0.0893952995538711,0.0,0.0,0.0893952995538711,0.0297984331846237,0.07347323140546162
ASMSpotter-15-3-3-4.png,train,inf,180.0,0.076518714427948,0.0,0.0,0.076518714427948,0.025506238142649334,0.06289007632470765
ASMSpotter-15-3-3-5.png,train,inf,180.0,0.0806824788451194,0.0,0.0,0.0806824788451194,0.0268941596150398,0.06631223865390602
ASMSpotter-15-3-3-7.png,train,inf,180.0,0.1079655811190605,0.0,0.0,0.1079655811190605,0.035988527039686836,0.08873598684688745
ASMSpotter-16-1-1-1.png,train,inf,180.0,0.1933798342943191,0.0,0.0,0.1933798342943191,0.06445994476477303,0.15893723031482437
ASMSpotter-16-1-1-2.png,train,inf,180.0,0.1594247817993164,0.0,0.0,0.1594247817993164,0.05314159393310547,0.1310298633525768
ASMSpotter-16-1-2-1.png,train,inf,180.0,0.7688930630683899,0.0,0.0,0.7688930630683899,0.2562976876894633,0.6319466261739449
ASMSpotter-16-1-2-2.png,train,inf,180.0,0.6558662056922913,0.0,0.0,0.6558662056922913,0.21862206856409708,0.5390508197001179
ASMSpotter-16-1-2-7.png,train,inf,180.0,0.7026185989379883,0.0,0.0,0.7026185989379883,0.2342061996459961,0.5774762114695164
ASMSpotter-16-1-3-1.png,train,inf,180.0,0.8332406282424927,0.0,0.0,0.8332406282424927,0.2777468760808309,0.6848333391220436
ASMSpotter-16-1-3-2.png,train,inf,180.0,0.8247275948524475,0.0,0.0,0.8247275948524475,0.27490919828414917,0.6778365498573878
ASMSpotter-16-1-3-7.png,train,inf,180.0,0.8074885606765747,0.0,0.0,0.8074885606765747,0.2691628535588582,0.6636679352486602
ASMSpotter-16-2-1-1.png,train,inf,180.0,0.7494394779205322,0.0,0.0,0.7494394779205322,0.24981315930684408,0.6159578910797349
ASMSpotter-16-2-1-2.png,train,1.164902,9.885962,0.7499936819076538,0.0,0.0,0.7499936819076538,0.24999789396921793,0.6164133865923045
ASMSpotter-16-2-1-7.png,train,inf,180.0,0.806179404258728,0.0,0.0,0.806179404258728,0.2687264680862427,0.6625919507962961
ASMSpotter-16-2-3-1.png,train,0.647647,9.901823,0.7658289670944214,0.3926866246591847,0.0,0.7658289670944214,0.3861718639178687,0.9521740470085156
ASMSpotter-16-2-3-2.png,train,0.985505,9.398398,0.814671516418457,0.07586946598185396,0.0,0.814671516418457,0.296846994133437,0.7319280096658259
ASMSpotter-16-2-3-7.png,train,inf,180.0,0.7478175163269043,0.0,0.0,0.7478175163269043,0.24927250544230142,0.6146248147312677
ASMSpotter-16-3-1-1.png,train,inf,180.0,0.700320303440094,0.0,0.0,0.700320303440094,0.233440101146698,0.5755872620751117
ASMSpotter-16-3-1-2.png,train,inf,180.0,0.6310706734657288,0.0,0.0,0.6310706734657288,0.21035689115524292,0.5186715840334154
ASMSpotter-16-3-2-1.png,train,inf,180.0,0.8118230700492859,0.0,0.0,0.8118230700492859,0.27060769001642865,0.6672304313950984
ASMSpotter-16-3-2-2.png,train,inf,180.0,0.7900230884552002,0.0,0.0,0.7900230884552002,0.2633410294850667,0.649313213148832
ASMSpotter-16-3-2-7.png,train,inf,180.0,0.7625203728675842,0.0,0.0,0.7625203728675842,0.2541734576225281,0.6267089666534132
ASMSpotter-16-3-3-1.png,train,inf,180.0,0.7900649309158325,0.0,0.0,0.7900649309158325,0.26335497697194415,0.6493476031090195
ASMSpotter-16-3-3-2.png,train,inf,180.0,0.7680346369743347,0.0,0.0,0.7680346369743347,0.2560115456581116,0.6312410931160799
ASMSpotter-16-3-3-4.png,train,inf,180.0,0.7803999781608582,0.0,0.0,0.7803999781608582,0.2601333260536194,0.6414040611797132
ASMSpotter-16-3-3-6.png,train,inf,180.0,0.7589708566665649,0.0,0.0,0.7589708566665649,0.25299028555552167,0.6237916496745964
ASMSpotter-16-3-3-7.png,train,inf,180.0,0.6994053721427917,0.0,0.0,0.6994053721427917,0.23313512404759726,0.5748352878744293
ASMSpotter-17-1-1-1.png,train,inf,180.0,0.2627208530902862,0.0,0.0,0.2627208530902862,0.08757361769676207,0.21592802004663125
ASMSpotter-17-1-1-2.png,train,inf,180.0,0.2323406189680099,0.0,0.0,0.2323406189680099,0.07744687298933663,0.19095876570151896
ASMSpotter-17-1-2-1.png,train,inf,180.0,0.1192816421389579,0.0,0.0,0.1192816421389579,0.03976054737965263,0.09803656052427875
ASMSpotter-17-1-2-2.png,train,inf,180.0,0.1020254343748092,0.0,0.0,0.1020254343748092,0.034008478124936396,0.08385383109036729
ASMSpotter-17-1-2-7.png,train,inf,180.0,0.0849336832761764,0.0,0.0,0.0849336832761764,0.028311227758725466,0.06980626718195797
ASMSpotter-17-1-3-1.png,train,0.552531,10.007244,0.6931130290031433,0.4818790690137744,0.0,0.6931130290031433,0.39166403267230593,0.9657159464537803
ASMSpotter-17-1-3-2.png,train,inf,180.0,0.6741711497306824,0.0,0.0,0.6741711497306824,0.22472371657689413,0.5540954964997774
ASMSpotter-17-1-3-7.png,train,inf,180.0,0.7647660374641418,0.0,0.0,0.7647660374641418,0.2549220124880473,0.6285546591605736
ASMSpotter-17-2-1-1.png,train,inf,180.0,0.157501146197319,0.0,0.0,0.157501146197319,0.052500382065773,0.12944884371921042
ASMSpotter-17-2-1-2.png,train,inf,180.0,0.1297753006219864,0.0,0.0,0.1297753006219864,0.04325843354066213,0.10666120859706496
ASMSpotter-17-2-2-1.png,train,inf,180.0,0.729831337928772,0.0,0.0,0.729831337928772,0.24327711264292398,0.5998421286824388
ASMSpotter-17-2-2-2.png,train,inf,180.0,0.660752534866333,0.0,0.0,0.660752534866333,0.22025084495544434,0.5430668518172348
ASMSpotter-17-3-1-1.png,train,inf,180.0,0.1371053904294967,0.0,0.0,0.1371053904294967,0.04570179680983224,0.11268574665821293
ASMSpotter-17-3-1-2.png,train,inf,180.0,0.1152449771761894,0.0,0.0,0.1152449771761894,0.038414992392063134,0.09471886014857747
ASMSpotter-17-3-2-1.png,train,inf,180.0,0.7899080514907837,0.0,0.0,0.7899080514907837,0.26330268383026123,0.6492186652525899
ASMSpotter-17-3-2-2.png,train,inf,180.0,0.8024235963821411,0.0,0.0,0.8024235963821411,0.26747453212738037,0.6595050844553579
ASMSpotter-17-3-2-7.png,train,inf,180.0,0.8122757077217102,0.0,0.0,0.8122757077217102,0.27075856924057007,0.6676024504231102
ASMSpotter-17-3-3-1.png,train,inf,180.0,0.5962576866149902,0.0,0.0,0.5962576866149902,0.19875256220499674,0.4900590881688177
ASMSpotter-17-3-3-2.png,train,inf,180.0,0.7161552906036377,0.0,0.0,0.7161552906036377,0.23871843020121256,0.5886019024642123
ASMSpotter-17-3-3-7.png,train,inf,180.0,0.7278559803962708,0.0,0.0,0.7278559803962708,0.24261866013209024,0.5982185992371739
