split,filename,qa1_rmse_m,qa1_inliers,qa1_total,qa1_inlier_ratio,qa1_pass,qa2_sam_deg,qa2_pass,verdict
train,ASMSpotter-14-1-1-2.png,inf,0,10,0.0,False,180.0,False,drop
train,ASMSpotter-14-1-1-7.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-14-1-2-1.png,inf,0,3,0.0,False,180.0,False,drop
train,ASMSpotter-14-1-2-2.png,inf,0,3,0.0,False,180.0,False,drop
train,ASMSpotter-14-1-2-6.png,inf,0,9,0.0,False,180.0,False,drop
train,ASMSpotter-14-1-2-7.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-14-1-3-1.png,inf,0,0,0.0,False,180.0,False,drop
train,ASMSpotter-14-1-3-2.png,inf,0,8,0.0,False,180.0,False,drop
train,ASMSpotter-14-1-3-4.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-14-2-1-1.png,inf,0,9,0.0,False,180.0,False,drop
train,ASMSpotter-14-2-1-2.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-14-2-1-7.png,inf,0,13,0.0,False,180.0,False,drop
train,ASMSpotter-14-2-2-1.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-14-2-2-2.png,inf,0,4,0.0,False,180.0,False,drop
train,ASMSpotter-14-2-2-6.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-14-3-1-1.png,inf,0,10,0.0,False,180.0,False,drop
train,ASMSpotter-14-3-1-2.png,inf,0,3,0.0,False,180.0,False,drop
train,ASMSpotter-14-3-1-7.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-14-3-2-1.png,inf,0,14,0.0,False,180.0,False,drop
train,ASMSpotter-14-3-2-2.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-14-3-2-4.png,inf,0,10,0.0,False,180.0,False,drop
train,ASMSpotter-14-3-3-1.png,inf,0,6,0.0,False,180.0,False,drop
train,ASMSpotter-14-3-3-2.png,inf,0,0,0.0,False,180.0,False,drop
train,ASMSpotter-15-1-1-1.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-15-1-1-4.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-15-1-1-5.png,inf,0,0,0.0,False,180.0,False,drop
train,ASMSpotter-15-1-1-7.png,inf,0,0,0.0,False,180.0,False,drop
train,ASMSpotter-15-1-1-8.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-15-1-3-1.png,0.4779,4,4,1.0,True,10.704089,False,drop
train,ASMSpotter-15-1-3-3.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-15-1-3-4.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-15-1-3-5.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-15-1-3-7.png,inf,0,0,0.0,False,180.0,False,drop
train,ASMSpotter-15-2-1-1.png,0.726991,825,825,1.0,True,8.515369,False,drop
train,ASMSpotter-15-2-1-3.png,0.737888,665,666,0.998498,True,8.30514,False,drop
train,ASMSpotter-15-2-1-4.png,0.71928,815,848,0.961085,True,8.665848,False,drop
train,ASMSpotter-15-2-1-5.png,0.763198,764,767,0.996089,False,8.349056,False,drop
train,ASMSpotter-15-2-1-7.png,0.807275,850,850,1.0,False,7.802257,False,drop
train,ASMSpotter-15-2-2-1.png,0.866255,809,812,0.996305,False,9.722248,False,drop
train,ASMSpotter-15-2-2-3.png,0.799046,270,271,0.99631,False,9.205967,False,drop
train,ASMSpotter-15-2-2-4.png,1.02829,36,42,0.857143,False,10.72954,False,drop
train,ASMSpotter-15-2-2-5.png,0.897157,27,28,0.964286,False,10.767834,False,drop
train,ASMSpotter-15-2-2-7.png,1.042245,56,68,0.823529,False,9.782612,False,drop
train,ASMSpotter-15-2-3-1.png,0.787772,66,66,1.0,False,8.961354,False,drop
train,ASMSpotter-15-2-3-3.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-15-2-3-4.png,inf,0,3,0.0,False,180.0,False,drop
train,ASMSpotter-15-2-3-5.png,inf,0,0,0.0,False,180.0,False,drop
train,ASMSpotter-15-2-3-7.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-15-3-1-1.png,1.311482,8,8,1.0,False,9.318198,False,drop
train,ASMSpotter-15-3-1-3.png,0.167998,5,5,1.0,True,7.939338,False,drop
train,ASMSpotter-15-3-1-4.png,1.568894,10,12,0.833333,False,9.411024,False,drop
train,ASMSpotter-15-3-1-5.png,0.315131,5,5,1.0,True,9.601142,False,drop
train,ASMSpotter-15-3-1-7.png,inf,0,5,0.0,False,180.0,False,drop
train,ASMSpotter-15-3-2-1.png,inf,0,3,0.0,False,180.0,False,drop
train,ASMSpotter-15-3-2-3.png,inf,0,0,0.0,False,180.0,False,drop
train,ASMSpotter-15-3-2-4.png,inf,0,5,0.0,False,180.0,False,drop
train,ASMSpotter-15-3-2-5.png,inf,0,9,0.0,False,180.0,False,drop
train,ASMSpotter-15-3-2-7.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-15-3-3-1.png,inf,0,4,0.0,False,180.0,False,drop
train,ASMSpotter-15-3-3-3.png,inf,0,0,0.0,False,180.0,False,drop
train,ASMSpotter-15-3-3-4.png,inf,0,8,0.0,False,180.0,False,drop
train,ASMSpotter-15-3-3-5.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-15-3-3-7.png,inf,0,10,0.0,False,180.0,False,drop
train,ASMSpotter-16-1-1-1.png,inf,0,3,0.0,False,180.0,False,drop
train,ASMSpotter-16-1-1-2.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-16-1-2-1.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-16-1-2-2.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-16-1-2-7.png,inf,0,5,0.0,False,180.0,False,drop
train,ASMSpotter-16-1-3-1.png,inf,0,7,0.0,False,180.0,False,drop
train,ASMSpotter-16-1-3-2.png,inf,0,0,0.0,False,180.0,False,drop
train,ASMSpotter-16-1-3-7.png,inf,0,4,0.0,False,180.0,False,drop
train,ASMSpotter-16-2-1-1.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-16-2-1-2.png,1.164902,9,9,1.0,False,9.885962,False,drop
train,ASMSpotter-16-2-1-7.png,inf,0,5,0.0,False,180.0,False,drop
train,ASMSpotter-16-2-3-1.png,0.647647,5,5,1.0,True,9.901823,False,drop
train,ASMSpotter-16-2-3-2.png,0.985505,25,25,1.0,False,9.398398,False,drop
train,ASMSpotter-16-2-3-7.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-16-3-1-1.png,inf,0,0,0.0,False,180.0,False,drop
train,ASMSpotter-16-3-1-2.png,inf,0,8,0.0,False,180.0,False,drop
train,ASMSpotter-16-3-2-1.png,inf,0,12,0.0,False,180.0,False,drop
train,ASMSpotter-16-3-2-2.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-16-3-2-7.png,inf,0,9,0.0,False,180.0,False,drop
train,ASMSpotter-16-3-3-1.png,inf,0,0,0.0,False,180.0,False,drop
train,ASMSpotter-16-3-3-2.png,inf,0,0,0.0,False,180.0,False,drop
train,ASMSpotter-16-3-3-4.png,inf,0,11,0.0,False,180.0,False,drop
train,ASMSpotter-16-3-3-6.png,inf,0,7,0.0,False,180.0,False,drop
train,ASMSpotter-16-3-3-7.png,inf,0,0,0.0,False,180.0,False,drop
train,ASMSpotter-17-1-1-1.png,inf,0,13,0.0,False,180.0,False,drop
train,ASMSpotter-17-1-1-2.png,inf,0,5,0.0,False,180.0,False,drop
train,ASMSpotter-17-1-2-1.png,inf,0,6,0.0,False,180.0,False,drop
train,ASMSpotter-17-1-2-2.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-17-1-2-7.png,inf,0,4,0.0,False,180.0,False,drop
train,ASMSpotter-17-1-3-1.png,0.552531,7,7,1.0,True,10.007244,False,drop
train,ASMSpotter-17-1-3-2.png,inf,0,3,0.0,False,180.0,False,drop
train,ASMSpotter-17-1-3-7.png,inf,0,9,0.0,False,180.0,False,drop
train,ASMSpotter-17-2-1-1.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-17-2-1-2.png,inf,0,59,0.0,False,180.0,False,drop
train,ASMSpotter-17-2-2-1.png,inf,0,12,0.0,False,180.0,False,drop
train,ASMSpotter-17-2-2-2.png,inf,0,13,0.0,False,180.0,False,drop
train,ASMSpotter-17-3-1-1.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-17-3-1-2.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-17-3-2-1.png,inf,0,4,0.0,False,180.0,False,drop
train,ASMSpotter-17-3-2-2.png,inf,0,5,0.0,False,180.0,False,drop
train,ASMSpotter-17-3-2-7.png,inf,0,7,0.0,False,180.0,False,drop
train,ASMSpotter-17-3-3-1.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-17-3-3-2.png,inf,0,3,0.0,False,180.0,False,drop
train,ASMSpotter-17-3-3-7.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-18-1-1-1.png,inf,0,0,0.0,False,180.0,False,drop
train,ASMSpotter-18-1-1-2.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-18-1-2-1.png,inf,0,8,0.0,False,180.0,False,drop
train,ASMSpotter-18-1-2-2.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-18-1-3-1.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-18-1-3-2.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-18-2-1-1.png,inf,0,6,0.0,False,180.0,False,drop
train,ASMSpotter-18-2-1-2.png,inf,0,0,0.0,False,180.0,False,drop
train,ASMSpotter-18-2-1-7.png,inf,0,4,0.0,False,180.0,False,drop
train,ASMSpotter-18-2-2-1.png,inf,0,31,0.0,False,180.0,False,drop
train,ASMSpotter-18-2-2-2.png,inf,0,18,0.0,False,180.0,False,drop
train,ASMSpotter-18-2-2-7.png,inf,0,25,0.0,False,180.0,False,drop
train,ASMSpotter-18-2-3-1.png,inf,0,7,0.0,False,180.0,False,drop
train,ASMSpotter-18-2-3-7.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-18-3-2-1.png,inf,0,24,0.0,False,180.0,False,drop
train,ASMSpotter-18-3-2-7.png,inf,0,21,0.0,False,180.0,False,drop
train,ASMSpotter-18-3-3-1.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-18-3-3-4.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-19-1-1-1.png,0.793461,14,14,1.0,False,14.429801,False,drop
train,ASMSpotter-19-1-2-1.png,inf,0,13,0.0,False,180.0,False,drop
train,ASMSpotter-19-1-2-2.png,inf,0,29,0.0,False,180.0,False,drop
train,ASMSpotter-19-1-3-1.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-19-1-3-2.png,inf,0,4,0.0,False,180.0,False,drop
train,ASMSpotter-19-2-1-1.png,1.230708,11,11,1.0,False,12.554347,False,drop
train,ASMSpotter-19-2-2-1.png,inf,0,3,0.0,False,180.0,False,drop
train,ASMSpotter-19-2-3-1.png,inf,0,4,0.0,False,180.0,False,drop
train,ASMSpotter-19-2-3-2.png,inf,0,3,0.0,False,180.0,False,drop
train,ASMSpotter-19-3-1-1.png,inf,0,5,0.0,False,180.0,False,drop
train,ASMSpotter-19-3-1-2.png,inf,0,4,0.0,False,180.0,False,drop
train,ASMSpotter-19-3-2-1.png,0.961978,5,5,1.0,False,15.300283,False,drop
train,ASMSpotter-19-3-2-2.png,inf,0,14,0.0,False,180.0,False,drop
train,ASMSpotter-2-1-1-1.png,0.821955,559,565,0.989381,False,9.856098,False,drop
train,ASMSpotter-2-1-1-2.png,0.880755,512,513,0.998051,False,10.270415,False,drop
train,ASMSpotter-2-1-2-1.png,0.648566,715,718,0.995822,True,6.276986,False,drop
train,ASMSpotter-2-1-2-2.png,0.701117,757,757,1.0,True,6.706071,False,drop
train,ASMSpotter-2-1-3-1.png,0.864439,26,26,1.0,False,9.809877,False,drop
train,ASMSpotter-2-1-3-2.png,0.833833,8,8,1.0,False,9.285651,False,drop
train,ASMSpotter-2-2-2-1.png,0.754326,739,739,1.0,False,6.437992,False,drop
train,ASMSpotter-2-2-2-2.png,0.854829,738,743,0.993271,False,6.304716,False,drop
train,ASMSpotter-2-2-3-1.png,0.811728,741,784,0.945153,False,7.396369,False,drop
train,ASMSpotter-2-2-3-2.png,0.903047,790,792,0.997475,False,7.842402,False,drop
train,ASMSpotter-2-2-3-8.png,0.93157,77,80,0.9625,False,8.213681,False,drop
train,ASMSpotter-2-3-2-1.png,0.663687,4,4,1.0,True,9.378941,False,drop
train,ASMSpotter-2-3-2-2.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-2-3-3-1.png,0.7236,44,44,1.0,True,13.335442,False,drop
train,ASMSpotter-2-3-3-2.png,0.900946,20,20,1.0,False,14.252983,False,drop
train,ASMSpotter-2-3-3-5.png,0.350998,7,7,1.0,True,14.070634,False,drop
train,ASMSpotter-20-1-2-1.png,0.998145,692,696,0.994253,False,9.886605,False,drop
train,ASMSpotter-20-1-2-2.png,0.961353,313,327,0.957187,False,10.602475,False,drop
train,ASMSpotter-20-1-3-1.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-20-1-3-2.png,inf,0,10,0.0,False,180.0,False,drop
train,ASMSpotter-20-2-1-1.png,0.953067,23,24,0.958333,False,8.566438,False,drop
train,ASMSpotter-20-2-1-2.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-20-2-2-1.png,0.863343,765,765,1.0,False,8.993565,False,drop
train,ASMSpotter-20-2-2-2.png,0.897047,801,810,0.988889,False,9.347261,False,drop
train,ASMSpotter-20-3-3-1.png,0.771394,39,41,0.95122,False,11.58014,False,drop
train,ASMSpotter-20-3-3-2.png,0.829162,21,21,1.0,False,11.562325,False,drop
train,ASMSpotter-20-3-3-3.png,0.889939,92,96,0.958333,False,10.895166,False,drop
train,ASMSpotter-21-1-1-1.png,0.765298,9,9,1.0,False,8.420361,False,drop
train,ASMSpotter-21-1-1-2.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-21-1-2-1.png,0.977062,218,218,1.0,False,8.421197,False,drop
train,ASMSpotter-21-1-2-2.png,0.805794,436,441,0.988662,False,8.895327,False,drop
train,ASMSpotter-21-2-1-1.png,0.816247,51,56,0.910714,False,9.836361,False,drop
train,ASMSpotter-21-2-1-2.png,0.646021,7,8,0.875,True,10.243347,False,drop
train,ASMSpotter-21-2-2-1.png,0.92077,727,730,0.99589,False,9.394934,False,drop
train,ASMSpotter-21-2-2-2.png,0.905626,685,691,0.991317,False,9.213136,False,drop
train,ASMSpotter-21-3-1-1.png,0.875776,535,543,0.985267,False,9.43924,False,drop
train,ASMSpotter-21-3-1-2.png,0.897306,683,690,0.989855,False,9.705511,False,drop
train,ASMSpotter-21-3-2-1.png,inf,0,3,0.0,False,180.0,False,drop
train,ASMSpotter-21-3-2-2.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-21-3-3-1.png,inf,0,8,0.0,False,180.0,False,drop
train,ASMSpotter-21-3-3-2.png,inf,0,9,0.0,False,180.0,False,drop
train,ASMSpotter-22-1-1-1.png,0.54281,6,9,0.666667,True,8.498959,False,drop
train,ASMSpotter-22-1-1-2.png,inf,0,19,0.0,False,180.0,False,drop
train,ASMSpotter-22-1-1-8.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-22-1-2-1.png,inf,0,3,0.0,False,180.0,False,drop
train,ASMSpotter-22-1-2-2.png,inf,0,3,0.0,False,180.0,False,drop
train,ASMSpotter-22-1-3-1.png,inf,0,11,0.0,False,180.0,False,drop
train,ASMSpotter-22-1-3-2.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-22-2-2-1.png,0.740502,6,6,1.0,True,10.160533,False,drop
train,ASMSpotter-22-2-2-2.png,0.989448,17,18,0.944444,False,11.513438,False,drop
train,ASMSpotter-22-2-3-1.png,inf,0,11,0.0,False,180.0,False,drop
train,ASMSpotter-22-2-3-2.png,inf,0,11,0.0,False,180.0,False,drop
train,ASMSpotter-22-3-1-1.png,0.79492,695,700,0.992857,False,8.36212,False,drop
train,ASMSpotter-22-3-1-2.png,0.864892,709,713,0.99439,False,9.134366,False,drop
train,ASMSpotter-22-3-2-1.png,inf,0,6,0.0,False,180.0,False,drop
train,ASMSpotter-22-3-2-2.png,0.718515,11,11,1.0,True,10.318328,False,drop
train,ASMSpotter-22-3-3-1.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-22-3-3-2.png,inf,0,19,0.0,False,180.0,False,drop
train,ASMSpotter-23-1-1-1.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-23-1-1-2.png,0.772109,5,5,1.0,False,12.1434,False,drop
train,ASMSpotter-23-1-2-1.png,0.843789,27,27,1.0,False,10.546517,False,drop
train,ASMSpotter-23-1-2-2.png,1.094534,34,36,0.944444,False,10.229913,False,drop
train,ASMSpotter-23-2-1-1.png,inf,0,10,0.0,False,180.0,False,drop
train,ASMSpotter-23-2-1-2.png,inf,0,7,0.0,False,180.0,False,drop
train,ASMSpotter-23-2-2-1.png,1.042026,292,294,0.993197,False,10.764245,False,drop
train,ASMSpotter-23-2-2-2.png,1.006467,23,23,1.0,False,9.912961,False,drop
train,ASMSpotter-23-2-3-1.png,0.665429,734,748,0.981283,True,9.976814,False,drop
train,ASMSpotter-23-2-3-2.png,0.723511,868,870,0.997701,True,10.325082,False,drop
train,ASMSpotter-23-2-3-3.png,0.649235,854,856,0.997664,True,9.663423,False,drop
train,ASMSpotter-23-3-2-1.png,1.001981,671,671,1.0,False,12.476756,False,drop
train,ASMSpotter-23-3-2-2.png,0.894655,340,345,0.985507,False,13.862579,False,drop
train,ASMSpotter-23-3-3-1.png,inf,0,46,0.0,False,180.0,False,drop
train,ASMSpotter-23-3-3-2.png,inf,0,11,0.0,False,180.0,False,drop
train,ASMSpotter-23-3-3-7.png,inf,0,1,0.0,False,180.0,False,drop
train,ASMSpotter-24-1-1-1.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-24-1-1-2.png,inf,0,30,0.0,False,180.0,False,drop
train,ASMSpotter-24-1-2-1.png,0.901889,282,285,0.989474,False,10.81753,False,drop
train,ASMSpotter-24-1-2-2.png,1.027058,221,222,0.995495,False,10.650522,False,drop
train,ASMSpotter-24-1-3-1.png,0.740809,315,316,0.996835,True,15.697716,False,drop
train,ASMSpotter-24-1-3-2.png,0.913942,14,14,1.0,False,16.468451,False,drop
train,ASMSpotter-24-1-3-3.png,0.866947,60,61,0.983607,False,14.988187,False,drop
train,ASMSpotter-24-1-3-7.png,0.932742,17,18,0.944444,False,13.31758,False,drop
train,ASMSpotter-24-2-1-1.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-24-2-1-2.png,inf,0,12,0.0,False,180.0,False,drop
train,ASMSpotter-24-2-2-1.png,0.774291,417,419,0.995227,False,9.528656,False,drop
train,ASMSpotter-24-2-2-2.png,0.789599,390,392,0.994898,False,10.301352,False,drop
train,ASMSpotter-24-2-3-1.png,inf,0,7,0.0,False,180.0,False,drop
train,ASMSpotter-24-2-3-2.png,inf,0,10,0.0,False,180.0,False,drop
train,ASMSpotter-24-3-1-1.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-24-3-1-2.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-24-3-3-1.png,0.862322,571,577,0.989601,False,8.657814,False,drop
train,ASMSpotter-24-3-3-2.png,0.807948,492,496,0.991935,False,9.80896,False,drop
train,ASMSpotter-25-1-1-1.png,0.949351,56,60,0.933333,False,9.160025,False,drop
train,ASMSpotter-25-1-1-2.png,0.91967,72,77,0.935065,False,8.906129,False,drop
train,ASMSpotter-25-1-2-1.png,inf,0,2,0.0,False,180.0,False,drop
train,ASMSpotter-25-1-2-2.png,inf,0,15,0.0,False,180.0,False,drop
train,ASMSpotter-25-1-3-1.png,1.05199,26,26,1.0,False,11.270425,False,drop
train,ASMSpotter-25-1-3-2.png,0.774765,12,12,1.0,False,12.350305,False,drop
train,ASMSpotter-25-2-1-1.png,inf,0,14,0.0,False,180.0,False,drop
train,ASMSpotter-25-2-1-2.png,0.745103,16,16,1.0,True,10.318382,False,drop
